user_id,username,chapter_name,video_count
1263799,cesarsousa52,Introduction: New Historical Sources for a Digital Age,12
1263799,cesarsousa52,Black Ships & Samurai 1: Historical Background,5
1270838,rap424,Black Ships & Samurai 1: Historical Background,4
1279845,JeffofMaine,Transition: From Hibiya to Shiseido,12
1279845,JeffofMaine,Introduction: New Historical Sources for a Digital Age,10
1279845,JeffofMaine,Transition: After Perry,9
1279845,JeffofMaine,Modernity in Interwar Japan: Shiseido & Consumer Culture,19
1279845,JeffofMaine,Conclusion,5
1279845,JeffofMaine,"Social Protest in Imperial Japan: The Hibiya Riot of 1905 ",13
1279845,JeffofMaine,Black Ships & Samurai 2: The Perry Encounter,22
1279845,JeffofMaine,Black Ships & Samurai 1: Historical Background,13
1301920,kcdenboogert,Introduction: New Historical Sources for a Digital Age,11
1315889,MBWall,Black Ships & Samurai 2: The Perry Encounter,12
1315889,MBWall,Conclusion,6
1315889,MBWall,Introduction: New Historical Sources for a Digital Age,12
1315889,MBWall,Black Ships & Samurai 1: Historical Background,14
1373587,rls72570,Black Ships & Samurai 1: Historical Background,8
1373587,rls72570,Introduction: New Historical Sources for a Digital Age,12
1378865,SummaIru,Transition: From Hibiya to Shiseido,2
1382571,ninakcobb,Introduction: New Historical Sources for a Digital Age,2
1384883,moelark,Black Ships & Samurai 1: Historical Background,12
1384883,moelark,Introduction: New Historical Sources for a Digital Age,5
1390303,sceneryerx,Modernity in Interwar Japan: Shiseido & Consumer Culture,2
1393946,urso,Black Ships & Samurai 1: Historical Background,7
1393946,urso,Introduction: New Historical Sources for a Digital Age,12
1399793,jhicks,Black Ships & Samurai 1: Historical Background,2
1399793,jhicks,Black Ships & Samurai 2: The Perry Encounter,1
1402307,postold,Introduction: New Historical Sources for a Digital Age,7
1441436,RJM1981,Black Ships & Samurai 1: Historical Background,1
1468415,dgrt,Introduction: New Historical Sources for a Digital Age,10
1488898,maciekp,Introduction: New Historical Sources for a Digital Age,11
1488898,maciekp,Black Ships & Samurai 2: The Perry Encounter,8
1488898,maciekp,Black Ships & Samurai 1: Historical Background,15
1489293,SamMather,Introduction: New Historical Sources for a Digital Age,4
1489293,SamMather,Black Ships & Samurai 1: Historical Background,3
1498203,Crazysdiamond,Black Ships & Samurai 1: Historical Background,16
1498203,Crazysdiamond,Black Ships & Samurai 2: The Perry Encounter,3
1513555,njcabote,Introduction: New Historical Sources for a Digital Age,1
1533816,dyyeung,Introduction: New Historical Sources for a Digital Age,12
1533816,dyyeung,Black Ships & Samurai 1: Historical Background,8
1547696,maemiska,Introduction: New Historical Sources for a Digital Age,2
1556779,tamar100,Introduction: New Historical Sources for a Digital Age,1
1572149,nancyjo,Introduction: New Historical Sources for a Digital Age,13
1579095,icyfrog66,Introduction: New Historical Sources for a Digital Age,1
1593627,darylhyun,Introduction: New Historical Sources for a Digital Age,2
1598341,SilverIron,Black Ships & Samurai 1: Historical Background,10
1607640,carrieh1,Introduction: New Historical Sources for a Digital Age,11
1609153,wpelt,Black Ships & Samurai 1: Historical Background,10
1609153,wpelt,Introduction: New Historical Sources for a Digital Age,12
1631665,AlejandroVarela,Introduction: New Historical Sources for a Digital Age,3
1634159,ARautenberg,Introduction: New Historical Sources for a Digital Age,7
1638518,rucklz,Introduction: New Historical Sources for a Digital Age,2
1646192,Jakuba,Introduction: New Historical Sources for a Digital Age,12
1662045,Vb7ue,Black Ships & Samurai 1: Historical Background,1
1662045,Vb7ue,Introduction: New Historical Sources for a Digital Age,1
1680234,Didlav,Introduction: New Historical Sources for a Digital Age,4
1727003,Oronard,Introduction: New Historical Sources for a Digital Age,1
1730050,TimCooper,Introduction: New Historical Sources for a Digital Age,8
1730050,TimCooper,Black Ships & Samurai 1: Historical Background,15
1730381,cycylai,Introduction: New Historical Sources for a Digital Age,4
1730381,cycylai,Black Ships & Samurai 1: Historical Background,2
1734172,yamazaki_yoshi,Black Ships & Samurai 1: Historical Background,5
1734172,yamazaki_yoshi,Introduction: New Historical Sources for a Digital Age,14
1750423,kensaka,Introduction: New Historical Sources for a Digital Age,12
1750423,kensaka,Black Ships & Samurai 1: Historical Background,14
1756716,BrainsOut,Black Ships & Samurai 2: The Perry Encounter,2
1756716,BrainsOut,"Social Protest in Imperial Japan: The Hibiya Riot of 1905 ",1
1770530,Roozbeh87,Introduction: New Historical Sources for a Digital Age,1
1776487,AnnikaBrock,Black Ships & Samurai 2: The Perry Encounter,25
1776487,AnnikaBrock,"Social Protest in Imperial Japan: The Hibiya Riot of 1905 ",12
1776487,AnnikaBrock,Black Ships & Samurai 1: Historical Background,14
1776487,AnnikaBrock,Transition: After Perry,13
1776487,AnnikaBrock,Introduction: New Historical Sources for a Digital Age,12
1779014,dnka,Transition: After Perry,9
1800856,LaurentGuerin,Introduction: New Historical Sources for a Digital Age,1
1802849,Siapalahsayaini,Introduction: New Historical Sources for a Digital Age,2
1818663,Bontuca,Introduction: New Historical Sources for a Digital Age,1
1818977,kcb,Introduction: New Historical Sources for a Digital Age,12
1818977,kcb,Black Ships & Samurai 1: Historical Background,4
1821853,SCWebster,Introduction: New Historical Sources for a Digital Age,8
1832723,ChayanBanerjee,Introduction: New Historical Sources for a Digital Age,2
1838185,EllaK,Introduction: New Historical Sources for a Digital Age,12
1839130,fligi,Introduction: New Historical Sources for a Digital Age,11
1839130,fligi,Black Ships & Samurai 1: Historical Background,14
1839130,fligi,Transition: After Perry,13
1839130,fligi,"Social Protest in Imperial Japan: The Hibiya Riot of 1905 ",17
1839130,fligi,Black Ships & Samurai 2: The Perry Encounter,24
1839130,fligi,Transition: From Hibiya to Shiseido,14
1839130,fligi,Modernity in Interwar Japan: Shiseido & Consumer Culture,24
1839130,fligi,Conclusion,6
1845478,Hufty,Introduction: New Historical Sources for a Digital Age,10
1848964,TheaMcL,Black Ships & Samurai 1: Historical Background,14
1848964,TheaMcL,Introduction: New Historical Sources for a Digital Age,11
1853470,Adrian45018,Black Ships & Samurai 1: Historical Background,3
1858697,memmark,Black Ships & Samurai 2: The Perry Encounter,1
1858697,memmark,Introduction: New Historical Sources for a Digital Age,8
1858697,memmark,Black Ships & Samurai 1: Historical Background,14
1871725,JashClued,Transition: From Hibiya to Shiseido,14
1871725,JashClued,Transition: After Perry,13
1871725,JashClued,"Social Protest in Imperial Japan: The Hibiya Riot of 1905 ",17
1871725,JashClued,Introduction: New Historical Sources for a Digital Age,9
1871725,JashClued,Modernity in Interwar Japan: Shiseido & Consumer Culture,25
1871725,JashClued,Conclusion,6
1871725,JashClued,Black Ships & Samurai 1: Historical Background,16
1871725,JashClued,Black Ships & Samurai 2: The Perry Encounter,25
1871796,mattseidholz,Introduction: New Historical Sources for a Digital Age,1
1872126,Moccolona,Black Ships & Samurai 2: The Perry Encounter,12
1872126,Moccolona,Transition: After Perry,10
1872126,Moccolona,Black Ships & Samurai 1: Historical Background,8
1872126,Moccolona,Introduction: New Historical Sources for a Digital Age,5
1875045,maxwinrayen,Transition: After Perry,11
1883828,peternjue,Introduction: New Historical Sources for a Digital Age,2
1896231,EvelynOkeke,Introduction: New Historical Sources for a Digital Age,1
1907623,daimaou,Black Ships & Samurai 2: The Perry Encounter,19
1907623,daimaou,Black Ships & Samurai 1: Historical Background,14
1907623,daimaou,Introduction: New Historical Sources for a Digital Age,9
1907623,daimaou,Transition: After Perry,6
1907623,daimaou,"Social Protest in Imperial Japan: The Hibiya Riot of 1905 ",4
1908920,Tint,Introduction: New Historical Sources for a Digital Age,6
1914689,Takeda_Jordi-san,Introduction: New Historical Sources for a Digital Age,7
1918318,Smitapraveen,Introduction: New Historical Sources for a Digital Age,4
1925848,jhsun96,"Social Protest in Imperial Japan: The Hibiya Riot of 1905 ",17
1925848,jhsun96,Conclusion,3
1925848,jhsun96,Black Ships & Samurai 2: The Perry Encounter,25
1925848,jhsun96,Black Ships & Samurai 1: Historical Background,13
1925848,jhsun96,Modernity in Interwar Japan: Shiseido & Consumer Culture,23
1925848,jhsun96,Transition: From Hibiya to Shiseido,17
1925848,jhsun96,Transition: After Perry,13
1939005,DianaPS,Introduction: New Historical Sources for a Digital Age,4
1945504,paxxul,Introduction: New Historical Sources for a Digital Age,2
1954747,GizemKazanci,Introduction: New Historical Sources for a Digital Age,9
1958858,JmJNob,Black Ships & Samurai 2: The Perry Encounter,20
1958858,JmJNob,Modernity in Interwar Japan: Shiseido & Consumer Culture,1
1958858,JmJNob,"Social Protest in Imperial Japan: The Hibiya Riot of 1905 ",1
1958858,JmJNob,Black Ships & Samurai 1: Historical Background,14
1958858,JmJNob,Introduction: New Historical Sources for a Digital Age,10
1959200,Vifemar,Introduction: New Historical Sources for a Digital Age,6
1962518,CaiLin_sh,Introduction: New Historical Sources for a Digital Age,1
1975078,erobbins,Introduction: New Historical Sources for a Digital Age,6
2001983,carolwang78,Black Ships & Samurai 1: Historical Background,13
2001983,carolwang78,Introduction: New Historical Sources for a Digital Age,11
2002159,Punctillious1,Modernity in Interwar Japan: Shiseido & Consumer Culture,4
2002369,LunwenZhang,Introduction: New Historical Sources for a Digital Age,12
2023924,BobBraunstein,Introduction: New Historical Sources for a Digital Age,12
2043832,lharv,Black Ships & Samurai 2: The Perry Encounter,11
2043832,lharv,Introduction: New Historical Sources for a Digital Age,11
2043832,lharv,Transition: From Hibiya to Shiseido,3
2043832,lharv,Black Ships & Samurai 1: Historical Background,15
2047561,JonPeloquin,Introduction: New Historical Sources for a Digital Age,9
2047561,JonPeloquin,Black Ships & Samurai 1: Historical Background,8
2052163,ladominguez,Introduction: New Historical Sources for a Digital Age,2
2061564,Bev1217,Introduction: New Historical Sources for a Digital Age,2
2078822,Martin55,Black Ships & Samurai 1: Historical Background,14
2078822,Martin55,Introduction: New Historical Sources for a Digital Age,11
2078822,Martin55,Black Ships & Samurai 2: The Perry Encounter,10
2079162,JenniferEm,Introduction: New Historical Sources for a Digital Age,1
2083412,JPimDc,Black Ships & Samurai 1: Historical Background,1
2083412,JPimDc,Introduction: New Historical Sources for a Digital Age,2
2086078,Rujutagole,Black Ships & Samurai 2: The Perry Encounter,2
2086078,Rujutagole,Introduction: New Historical Sources for a Digital Age,12
2086078,Rujutagole,Black Ships & Samurai 1: Historical Background,11
2088266,pnoon,Transition: After Perry,9
2088266,pnoon,Black Ships & Samurai 2: The Perry Encounter,20
2088266,pnoon,"Social Protest in Imperial Japan: The Hibiya Riot of 1905 ",14
2088266,pnoon,Introduction: New Historical Sources for a Digital Age,10
2088266,pnoon,Black Ships & Samurai 1: Historical Background,12
2088266,pnoon,Transition: From Hibiya to Shiseido,13
2088266,pnoon,Modernity in Interwar Japan: Shiseido & Consumer Culture,22
2088266,pnoon,Conclusion,6
2093974,NanoPhotonics,Black Ships & Samurai 1: Historical Background,14
2093974,NanoPhotonics,Modernity in Interwar Japan: Shiseido & Consumer Culture,23
2093974,NanoPhotonics,Transition: From Hibiya to Shiseido,14
2093974,NanoPhotonics,Transition: After Perry,13
2093974,NanoPhotonics,Introduction: New Historical Sources for a Digital Age,12
2093974,NanoPhotonics,"Social Protest in Imperial Japan: The Hibiya Riot of 1905 ",18
2093974,NanoPhotonics,Black Ships & Samurai 2: The Perry Encounter,24
2093974,NanoPhotonics,Conclusion,6
2111192,al_sher,Black Ships & Samurai 2: The Perry Encounter,2
2111192,al_sher,Introduction: New Historical Sources for a Digital Age,11
2111192,al_sher,Black Ships & Samurai 1: Historical Background,14
2116880,stanleydee,Black Ships & Samurai 1: Historical Background,14
2116880,stanleydee,Transition: After Perry,13
2116880,stanleydee,"Social Protest in Imperial Japan: The Hibiya Riot of 1905 ",18
2116880,stanleydee,Black Ships & Samurai 2: The Perry Encounter,24
2116880,stanleydee,Introduction: New Historical Sources for a Digital Age,11
2127905,kamui3,Black Ships & Samurai 2: The Perry Encounter,11
2127905,kamui3,Introduction: New Historical Sources for a Digital Age,20
2127905,kamui3,Transition: After Perry,2
2127905,kamui3,Black Ships & Samurai 1: Historical Background,19
2137797,SridulaM,Introduction: New Historical Sources for a Digital Age,1
2150575,SophieBa,Introduction: New Historical Sources for a Digital Age,2
2153794,Malcolm8,Introduction: New Historical Sources for a Digital Age,2
2165955,ResoluteDreamer,Introduction: New Historical Sources for a Digital Age,2
2168939,Shashankdiwan,Introduction: New Historical Sources for a Digital Age,3
2174912,garyromer,Introduction: New Historical Sources for a Digital Age,9
2187768,Gilberto_M,Black Ships & Samurai 2: The Perry Encounter,6
2187768,Gilberto_M,Introduction: New Historical Sources for a Digital Age,11
2187768,Gilberto_M,Black Ships & Samurai 1: Historical Background,14
2189639,magdbe,Introduction: New Historical Sources for a Digital Age,1
2200777,Milica150989,Introduction: New Historical Sources for a Digital Age,3
2218698,lexo,Introduction: New Historical Sources for a Digital Age,2
2229650,anh511,Introduction: New Historical Sources for a Digital Age,3
2229650,anh511,Transition: After Perry,1
2229673,Katie8888,Introduction: New Historical Sources for a Digital Age,1
2241550,bilgebirlik,Introduction: New Historical Sources for a Digital Age,11
2241594,MerisaJ,Black Ships & Samurai 1: Historical Background,14
2241594,MerisaJ,Black Ships & Samurai 2: The Perry Encounter,1
2241594,MerisaJ,Introduction: New Historical Sources for a Digital Age,10
2265302,Elly_k,Introduction: New Historical Sources for a Digital Age,2
2269594,Chichiro,Black Ships & Samurai 1: Historical Background,22
2269594,Chichiro,Introduction: New Historical Sources for a Digital Age,9
2273570,issvard,Introduction: New Historical Sources for a Digital Age,1
2279279,sakuraxx24,Black Ships & Samurai 1: Historical Background,4
2279279,sakuraxx24,Introduction: New Historical Sources for a Digital Age,7
2296518,NathanielSiely,Black Ships & Samurai 1: Historical Background,2
2296518,NathanielSiely,Introduction: New Historical Sources for a Digital Age,3
2297422,Kellylm,Black Ships & Samurai 1: Historical Background,10
2297422,Kellylm,Introduction: New Historical Sources for a Digital Age,6
2309115,vijayaramd,Introduction: New Historical Sources for a Digital Age,1
