user_id,chapter_id,group_grade,max_chapter_grade,chapter_grade
29539,3,0.02,0.06,0.333333333333
29539,4,0.015,0.02,0.75
29539,5,0.06,0.06,1.0
29539,6,0.0133333333333,0.02,0.666666666667
29962,1,0.06,0.06,1.0
29962,2,0.0466666666667,0.06,0.777777777778
29962,3,0.0266666666667,0.06,0.444444444445
29962,4,0.02,0.02,1.0
29962,6,0.02,0.02,1.0
30912,1,0.01,0.06,0.166666666667
30912,2,0.01,0.06,0.166666666667
30912,3,0.0566666666667,0.06,0.944444444444
30912,4,0.005,0.02,0.25
30919,1,0.06,0.06,1.0
30919,2,0.06,0.06,1.0
30919,3,0.06,0.06,1.0
30919,4,0.015,0.02,0.75
30919,5,0.06,0.06,1.0
30919,6,0.02,0.02,1.0
30919,7,0.06,0.06,1.0
30919,8,0.06,0.06,1.0
30919,9,0.02,0.02,1.0
30919,10,0.02,0.02,1.0
30919,11,0.2,0.2,1.0
30919,12,0.376,0.4,0.94
31267,1,0.05,0.06,0.833333333333
31267,2,0.02,0.06,0.333333333333
31299,1,0.05,0.06,0.833333333333
31299,2,0.055,0.06,0.916666666667
31299,3,0.06,0.06,1.0
31299,4,0.015,0.02,0.75
31299,5,0.06,0.06,1.0
31299,6,0.02,0.02,1.0
31299,7,0.01,0.06,0.166666666667
31299,8,0.055,0.06,0.916666666667
31299,9,0.02,0.02,1.0
31299,10,0.02,0.02,1.0
31299,11,0.2,0.2,1.0
31299,12,0.368,0.4,0.92
31343,1,0.05,0.06,0.833333333333
31343,2,0.015,0.06,0.25
31653,1,0.05,0.06,0.833333333333
31653,2,0.06,0.06,1.0
31653,8,0.015,0.06,0.25
31653,9,0.02,0.02,1.0
31653,10,0.02,0.02,1.0
31653,11,0.2,0.2,1.0
31653,12,0.266,0.4,0.665
32239,1,0.06,0.06,1.0
32239,2,0.055,0.06,0.916666666667
32239,3,0.06,0.06,1.0
32239,4,0.005,0.02,0.25
32239,5,0.0133333333333,0.06,0.222222222222
32797,1,0.01,0.06,0.166666666667
32797,2,0.0376666666667,0.06,0.627777777778
32797,3,0.00666666666667,0.06,0.111111111111
32797,6,0.00666666666667,0.02,0.333333333333
32797,7,0.00666666666667,0.06,0.111111111111
32797,8,0.005,0.06,0.0833333333333
33297,1,0.05,0.06,0.833333333333
33297,2,0.06,0.06,1.0
33318,1,0.06,0.06,1.0
33318,2,0.06,0.06,1.0
33318,3,0.06,0.06,1.0
33318,4,0.02,0.02,1.0
33318,5,0.0566666666667,0.06,0.944444444444
33318,6,0.02,0.02,1.0
33318,7,0.05,0.06,0.833333333333
33318,8,0.055,0.06,0.916666666667
33318,9,0.02,0.02,1.0
33318,10,0.02,0.02,1.0
33318,11,0.18,0.2,0.9
33318,12,0.256,0.4,0.64
33505,1,0.06,0.06,1.0
33505,2,0.06,0.06,1.0
33505,3,0.02,0.06,0.333333333333
34406,1,0.06,0.06,1.0
34406,2,0.015,0.06,0.25
35756,1,0.05,0.06,0.833333333333
35756,2,0.005,0.06,0.0833333333333
36175,1,0.05,0.06,0.833333333333
36175,2,0.055,0.06,0.916666666667
36175,3,0.06,0.06,1.0
36175,4,0.02,0.02,1.0
36175,5,0.06,0.06,1.0
36175,6,0.02,0.02,1.0
36175,7,0.0566666666667,0.06,0.944444444444
36175,8,0.06,0.06,1.0
36175,9,0.02,0.02,1.0
36175,10,0.02,0.02,1.0
36175,11,0.2,0.2,1.0
36175,12,0.36,0.4,0.9
37345,1,0.05,0.06,0.833333333333
37345,2,0.01,0.06,0.166666666667
37517,2,0.059,0.06,0.983333333333
37517,3,0.06,0.06,1.0
37517,4,0.02,0.02,1.0
37517,5,0.057037037037,0.06,0.950617283951
37517,6,0.01,0.02,0.5
37517,7,0.06,0.06,1.0
37517,8,0.06,0.06,1.0
37517,9,0.02,0.02,1.0
37517,10,0.02,0.02,1.0
37517,12,0.344,0.4,0.86
37702,1,0.04,0.06,0.666666666667
37702,2,0.02,0.06,0.333333333333
37702,3,0.06,0.06,1.0
37702,4,0.01,0.02,0.5
37702,5,0.06,0.06,1.0
37702,6,0.02,0.02,1.0
37702,7,0.05,0.06,0.833333333333
37702,8,0.01,0.06,0.166666666667
37702,9,0.0166666666667,0.02,0.833333333333
37702,12,0.232,0.4,0.58
37759,1,0.06,0.06,1.0
37759,2,0.06,0.06,1.0
37759,3,0.06,0.06,1.0
37759,4,0.015,0.02,0.75
37759,5,0.06,0.06,1.0
37759,6,0.02,0.02,1.0
37759,7,0.03,0.06,0.5
37759,8,0.055,0.06,0.916666666667
37759,9,0.02,0.02,1.0
37759,10,0.01,0.02,0.5
37759,11,0.2,0.2,1.0
37759,12,0.232,0.4,0.58
37781,1,0.04,0.06,0.666666666667
37781,2,0.058,0.06,0.966666666667
37781,3,0.06,0.06,1.0
37781,4,0.02,0.02,1.0
37781,5,0.0522222222222,0.06,0.87037037037
37781,6,0.0166666666667,0.02,0.833333333333
37781,7,0.06,0.06,1.0
37781,8,0.06,0.06,1.0
37781,9,0.02,0.02,1.0
37781,10,0.02,0.02,1.0
37781,11,0.0,0.2,0.0
37781,12,0.336,0.4,0.84
38562,2,0.005,0.06,0.0833333333333
38562,5,0.0,0.06,0.0
39395,1,0.06,0.06,1.0
39395,2,0.005,0.06,0.0833333333333
39508,1,0.06,0.06,1.0
39508,2,0.005,0.06,0.0833333333333
39534,2,0.0,0.06,0.0
39534,4,0.0,0.02,0.0
40521,1,0.06,0.06,1.0
40521,2,0.06,0.06,1.0
40521,3,0.06,0.06,1.0
40521,4,0.01,0.02,0.5
40521,5,0.06,0.06,1.0
40521,6,0.02,0.02,1.0
40521,7,0.06,0.06,1.0
40521,8,0.055,0.06,0.916666666667
40521,10,0.0,0.02,0.0
40521,11,0.0866666666667,0.2,0.433333333334
40521,12,0.352,0.4,0.88
40633,1,0.06,0.06,1.0
40633,2,0.06,0.06,1.0
40633,3,0.06,0.06,1.0
40633,4,0.015,0.02,0.75
40633,5,0.06,0.06,1.0
40633,6,0.0166666666667,0.02,0.833333333333
40633,7,0.06,0.06,1.0
40633,8,0.015,0.06,0.25
40633,9,0.02,0.02,1.0
40633,10,0.02,0.02,1.0
40633,11,0.2,0.2,1.0
40633,12,0.352,0.4,0.88
40842,1,0.05,0.06,0.833333333333
40842,2,0.06,0.06,1.0
40842,3,0.06,0.06,1.0
40842,4,0.02,0.02,1.0
40842,5,0.06,0.06,1.0
40842,6,0.0166666666667,0.02,0.833333333333
40842,7,0.05,0.06,0.833333333333
40842,8,0.06,0.06,1.0
40842,9,0.02,0.02,1.0
40842,10,0.02,0.02,1.0
40842,11,0.2,0.2,1.0
40842,12,0.192,0.4,0.48
41147,1,0.06,0.06,1.0
41147,2,0.06,0.06,1.0
41147,3,0.06,0.06,1.0
41147,5,0.06,0.06,1.0
41147,6,0.02,0.02,1.0
41147,8,0.06,0.06,1.0
41147,9,0.01,0.02,0.5
41147,10,0.02,0.02,1.0
41147,11,0.14,0.2,0.7
41147,12,0.32,0.4,0.8
41162,1,0.06,0.06,1.0
41162,2,0.02,0.06,0.333333333333
41462,1,0.04,0.06,0.666666666667
41462,2,0.06,0.06,1.0
41462,3,0.06,0.06,1.0
41462,4,0.01,0.02,0.5
41462,6,0.02,0.02,1.0
41462,7,0.01,0.06,0.166666666667
41462,8,0.005,0.06,0.0833333333333
41906,7,0.01,0.06,0.166666666667
41906,12,0.0,0.4,0.0
41956,1,0.06,0.06,1.0
41956,2,0.001,0.06,0.0166666666667
41967,1,0.06,0.06,1.0
41967,2,0.06,0.06,1.0
41967,3,0.00666666666667,0.06,0.111111111111
42190,1,0.05,0.06,0.833333333333
42190,2,0.055,0.06,0.916666666667
42190,3,0.06,0.06,1.0
42190,4,0.005,0.02,0.25
42190,5,0.0566666666667,0.06,0.944444444444
42190,6,0.0166666666667,0.02,0.833333333333
42190,7,0.03,0.06,0.5
42190,8,0.005,0.06,0.0833333333333
42190,12,0.008,0.4,0.02
42953,1,0.0,0.06,0.0
42953,2,0.06,0.06,1.0
42953,3,0.06,0.06,1.0
42953,4,0.015,0.02,0.75
42953,5,0.0322222222222,0.06,0.537037037037
42953,6,0.02,0.02,1.0
42953,7,0.0566666666667,0.06,0.944444444444
42953,8,0.01,0.06,0.166666666667
42953,9,0.02,0.02,1.0
42953,10,0.01,0.02,0.5
42953,11,0.2,0.2,1.0
43751,1,0.05,0.06,0.833333333333
43751,2,0.02,0.06,0.333333333333
43754,1,0.0,0.06,0.0
43754,2,0.06,0.06,1.0
43754,3,0.0533333333333,0.06,0.888888888889
43754,4,0.02,0.02,1.0
43754,5,0.02,0.06,0.333333333333
43754,6,0.02,0.02,1.0
44189,1,0.05,0.06,0.833333333333
44189,2,0.06,0.06,1.0
44189,3,0.00666666666667,0.06,0.111111111111
44189,4,0.0,0.02,0.0
44189,5,0.0577777777778,0.06,0.962962962963
44189,6,0.0166666666667,0.02,0.833333333333
44189,7,0.06,0.06,1.0
44189,8,0.02,0.06,0.333333333333
44189,9,0.02,0.02,1.0
44189,10,0.01,0.02,0.5
44189,11,0.2,0.2,1.0
44189,12,0.304,0.4,0.76
44201,1,0.05,0.06,0.833333333333
44201,2,0.06,0.06,1.0
44201,3,0.06,0.06,1.0
44201,4,0.02,0.02,1.0
44201,6,0.00666666666667,0.02,0.333333333333
44201,7,0.01,0.06,0.166666666667
44361,1,0.06,0.06,1.0
44361,2,0.02,0.06,0.333333333333
44361,3,0.02,0.06,0.333333333333
44878,1,0.05,0.06,0.833333333333
44878,2,0.058,0.06,0.966666666667
44878,3,0.06,0.06,1.0
44878,4,0.015,0.02,0.75
44878,5,0.06,0.06,1.0
44878,6,0.02,0.02,1.0
44878,7,0.06,0.06,1.0
44878,8,0.005,0.06,0.0833333333333
44878,9,0.02,0.02,1.0
44878,10,0.02,0.02,1.0
44878,12,0.248,0.4,0.62
45121,1,0.01,0.06,0.166666666667
45121,2,0.057,0.06,0.95
45121,3,0.0577777777778,0.06,0.962962962963
45121,4,0.01,0.02,0.5
45121,5,0.0366666666667,0.06,0.611111111111
45121,6,0.02,0.02,1.0
45121,7,0.00666666666667,0.06,0.111111111111
45121,8,0.005,0.06,0.0833333333333
45269,3,0.0166666666667,0.06,0.277777777778
45269,4,0.005,0.02,0.25
45269,5,0.0166666666667,0.06,0.277777777778
45269,6,0.02,0.02,1.0
45493,1,0.05,0.06,0.833333333333
45493,2,0.06,0.06,1.0
45493,3,0.06,0.06,1.0
45493,4,0.005,0.02,0.25
45493,5,0.0233333333333,0.06,0.388888888889
45493,6,0.0133333333333,0.02,0.666666666667
45814,1,0.05,0.06,0.833333333333
45814,2,0.055,0.06,0.916666666667
45814,3,0.00666666666667,0.06,0.111111111111
46154,1,0.02,0.06,0.333333333333
46154,2,0.06,0.06,1.0
46154,3,0.06,0.06,1.0
46154,4,0.02,0.02,1.0
46154,5,0.06,0.06,1.0
46154,6,0.00333333333333,0.02,0.166666666667
46464,1,0.05,0.06,0.833333333333
46464,2,0.02,0.06,0.333333333333
46464,3,0.00666666666667,0.06,0.111111111111
46537,1,0.04,0.06,0.666666666667
46537,2,0.015,0.06,0.25
47804,1,0.06,0.06,1.0
47804,2,0.06,0.06,1.0
47804,3,0.06,0.06,1.0
47804,4,0.015,0.02,0.75
47804,5,0.02,0.06,0.333333333333
48344,1,0.05,0.06,0.833333333333
48344,2,0.06,0.06,1.0
48344,3,0.06,0.06,1.0
48344,4,0.02,0.02,1.0
48344,5,0.06,0.06,1.0
48344,6,0.02,0.02,1.0
48344,7,0.06,0.06,1.0
48344,8,0.02,0.06,0.333333333333
48344,9,0.02,0.02,1.0
48344,10,0.02,0.02,1.0
48344,11,0.2,0.2,1.0
48344,12,0.4,0.4,1.0
48448,1,0.06,0.06,1.0
48448,2,0.06,0.06,1.0
48448,3,0.06,0.06,1.0
48448,4,0.015,0.02,0.75
48448,5,0.06,0.06,1.0
48448,6,0.02,0.02,1.0
48448,7,0.01,0.06,0.166666666667
48762,1,0.05,0.06,0.833333333333
48762,2,0.06,0.06,1.0
48762,3,0.06,0.06,1.0
48762,4,0.02,0.02,1.0
48762,5,0.06,0.06,1.0
48762,6,0.02,0.02,1.0
48762,7,0.06,0.06,1.0
48762,8,0.055,0.06,0.916666666667
48762,9,0.02,0.02,1.0
48762,10,0.02,0.02,1.0
48762,11,0.14,0.2,0.7
48762,12,0.376,0.4,0.94
49398,1,0.05,0.06,0.833333333333
49398,2,0.06,0.06,1.0
49417,2,0.056,0.06,0.933333333333
49417,4,0.0,0.02,0.0
49587,1,0.0133333333333,0.06,0.222222222222
49587,2,0.0,0.06,0.0
50129,1,0.05,0.06,0.833333333333
50129,2,0.06,0.06,1.0
50129,3,0.0371428571429,0.06,0.619047619048
50129,6,0.02,0.02,1.0
50875,1,0.06,0.06,1.0
50875,2,0.055,0.06,0.916666666667
50917,1,0.05,0.06,0.833333333333
50917,2,0.055,0.06,0.916666666667
50917,3,0.0566666666667,0.06,0.944444444444
50917,4,0.005,0.02,0.25
50917,5,0.02,0.06,0.333333333333
50917,6,0.02,0.02,1.0
50917,7,0.02,0.06,0.333333333333
50917,8,0.005,0.06,0.0833333333333
50917,9,0.00666666666667,0.02,0.333333333333
51560,1,0.06,0.06,1.0
51560,2,0.06,0.06,1.0
51560,3,0.06,0.06,1.0
51560,4,0.02,0.02,1.0
51560,5,0.06,0.06,1.0
51560,6,0.02,0.02,1.0
51560,7,0.01,0.06,0.166666666667
52312,1,0.06,0.06,1.0
52312,2,0.01,0.06,0.166666666667
52554,1,0.06,0.06,1.0
52554,2,0.055,0.06,0.916666666667
52955,1,0.05,0.06,0.833333333333
52955,2,0.005,0.06,0.0833333333333
52955,3,0.0554285714286,0.06,0.92380952381
52955,4,0.0,0.02,0.0
52955,5,0.05,0.06,0.833333333333
52955,6,0.00333333333333,0.02,0.166666666667
52955,12,0.024,0.4,0.06
53357,1,0.05,0.06,0.833333333333
53357,2,0.005,0.06,0.0833333333333
53974,1,0.0,0.06,0.0
53974,2,0.015,0.06,0.25
54262,1,0.06,0.06,1.0
54262,2,0.055,0.06,0.916666666667
54262,3,0.06,0.06,1.0
54262,4,0.0,0.02,0.0
54262,5,0.06,0.06,1.0
54262,6,0.02,0.02,1.0
54262,7,0.06,0.06,1.0
54262,8,0.06,0.06,1.0
54262,9,0.02,0.02,1.0
54262,10,0.018,0.02,0.9
54262,11,0.2,0.2,1.0
54262,12,0.376,0.4,0.94
54813,1,0.06,0.06,1.0
54813,2,0.055,0.06,0.916666666667
54813,3,0.06,0.06,1.0
54813,4,0.01,0.02,0.5
54813,5,0.06,0.06,1.0
54813,6,0.0166666666667,0.02,0.833333333333
54871,1,0.04,0.06,0.666666666667
54871,2,0.013,0.06,0.216666666667
55317,1,0.0,0.06,0.0
55317,2,0.001,0.06,0.0166666666667
55844,1,0.0,0.06,0.0
55844,2,0.005,0.06,0.0833333333333
55914,1,0.0,0.06,0.0
55914,2,0.055,0.06,0.916666666667
55914,3,0.06,0.06,1.0
55914,4,0.015,0.02,0.75
